File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF896DFS	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	4	3	36		single-ended				858008828	Zhiping Weng, UMass	51295c2a311b69c823071a9c1b223a24	https://www.encodeproject.org/files/ENCFF896DFS/@@download/ENCFF896DFS.fastq.gz				released		biological replicates with identical biosample		
ENCFF175PZA	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	1	2	36		single-ended				797738982	Zhiping Weng, UMass	d70166e569148b71f203e7dfd0d8a843	https://www.encodeproject.org/files/ENCFF175PZA/@@download/ENCFF175PZA.fastq.gz				released		biological replicates with identical biosample		
ENCFF857FOH	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	4	3	36		single-ended				979452094	Zhiping Weng, UMass	5a9238aa0bc7cef9ecb8f71475f61ae4	https://www.encodeproject.org/files/ENCFF857FOH/@@download/ENCFF857FOH.fastq.gz				released		biological replicates with identical biosample		
ENCFF930ENR	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	3	4	36		single-ended				961188789	Zhiping Weng, UMass	427721342e0d926a8085cb9a12b4ab2a	https://www.encodeproject.org/files/ENCFF930ENR/@@download/ENCFF930ENR.fastq.gz				released		biological replicates with identical biosample		
ENCFF418PMC	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	4	3	36		single-ended				979372241	Zhiping Weng, UMass	f49155825f6ba4e905eac92140008a54	https://www.encodeproject.org/files/ENCFF418PMC/@@download/ENCFF418PMC.fastq.gz				released		biological replicates with identical biosample		
ENCFF505KRD	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	2	2	36		single-ended				884676783	Zhiping Weng, UMass	94886a8769beca4b4a85ba3a38becc89	https://www.encodeproject.org/files/ENCFF505KRD/@@download/ENCFF505KRD.fastq.gz				released		biological replicates with identical biosample		
ENCFF070YBE	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	1	2	36		single-ended				827269406	Zhiping Weng, UMass	b98442798068a655b161352039ec644e	https://www.encodeproject.org/files/ENCFF070YBE/@@download/ENCFF070YBE.fastq.gz				released		biological replicates with identical biosample		
ENCFF578MLQ	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	3	4	36		single-ended				921868829	Zhiping Weng, UMass	d461b3fe69eee6b394251c8eedffa505	https://www.encodeproject.org/files/ENCFF578MLQ/@@download/ENCFF578MLQ.fastq.gz				released		biological replicates with identical biosample		
ENCFF050ZJT	fastq	reads	ENCSR477RTP	DNase-seq	EFO:0001196	IMR-90	immortalized cell line	fetal	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				16 week	2	2	36		single-ended				1017955647	Zhiping Weng, UMass	c2cf9efa0208d9588981abfcd0b3b71b	https://www.encodeproject.org/files/ENCFF050ZJT/@@download/ENCFF050ZJT.fastq.gz				released		biological replicates with identical biosample		
ENCFF476DQM	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	1	ENCFF680IKR		81499988	John Stamatoyannopoulos, UW	87b3e9cc43c2afbafb3ab978054b0d38	https://www.encodeproject.org/files/ENCFF476DQM/@@download/ENCFF476DQM.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF680IKR	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	2	ENCFF476DQM		88475719	John Stamatoyannopoulos, UW	88c767c3ba20f51bc545d2c23b044614	https://www.encodeproject.org/files/ENCFF680IKR/@@download/ENCFF680IKR.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF207KVZ	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	1	ENCFF512ZRW		3445543135	John Stamatoyannopoulos, UW	dbfa0aada7ff6b7f78b914287acee1b1	https://www.encodeproject.org/files/ENCFF207KVZ/@@download/ENCFF207KVZ.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF512ZRW	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	2	ENCFF207KVZ		3440274665	John Stamatoyannopoulos, UW	1f00f865baa98889d8c97fa1b24fe176	https://www.encodeproject.org/files/ENCFF512ZRW/@@download/ENCFF512ZRW.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF882HXM	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	1	ENCFF332VYY		3836483260	John Stamatoyannopoulos, UW	391fe01868344179e582e40c0908192d	https://www.encodeproject.org/files/ENCFF882HXM/@@download/ENCFF882HXM.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF264RJN	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	2	ENCFF679WCJ		783698292	John Stamatoyannopoulos, UW	adeba704154db21660dd21feb2426590	https://www.encodeproject.org/files/ENCFF264RJN/@@download/ENCFF264RJN.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF964YRG	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	1	ENCFF101PLE		93522985	John Stamatoyannopoulos, UW	ad5147e836496b1811d2944bf6556fc8	https://www.encodeproject.org/files/ENCFF964YRG/@@download/ENCFF964YRG.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF679WCJ	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	1	ENCFF264RJN		818110547	John Stamatoyannopoulos, UW	d7188725b1cd83807112d041cf8eec75	https://www.encodeproject.org/files/ENCFF679WCJ/@@download/ENCFF679WCJ.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF089TZR	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	1	ENCFF961TSD		72213673	John Stamatoyannopoulos, UW	93c833f86651f5e21c87a1963385910b	https://www.encodeproject.org/files/ENCFF089TZR/@@download/ENCFF089TZR.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF961TSD	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	2	ENCFF089TZR		73876912	John Stamatoyannopoulos, UW	b4437cf5ed6faab74bdba4a73647c83a	https://www.encodeproject.org/files/ENCFF961TSD/@@download/ENCFF961TSD.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF863FVN	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	1	ENCFF714QML		1884842440	John Stamatoyannopoulos, UW	f798e3a533392a6bb563b323c3a95586	https://www.encodeproject.org/files/ENCFF863FVN/@@download/ENCFF863FVN.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF737RLL	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	2	ENCFF473AAA		1453813169	John Stamatoyannopoulos, UW	a1528bd0c74978318320ba7e777746b5	https://www.encodeproject.org/files/ENCFF737RLL/@@download/ENCFF737RLL.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF714QML	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	2	ENCFF863FVN		1997580398	John Stamatoyannopoulos, UW	fcd19b812cda0014f5ff031ba5ccc724	https://www.encodeproject.org/files/ENCFF714QML/@@download/ENCFF714QML.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF142IUW	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	1	ENCFF475RYH		1072888886	John Stamatoyannopoulos, UW	7cc34fae77c23c35d50d1a60a0bdf8d4	https://www.encodeproject.org/files/ENCFF142IUW/@@download/ENCFF142IUW.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF332VYY	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	2	ENCFF882HXM		3849217712	John Stamatoyannopoulos, UW	5e84776f2975152e3d0b0779e046d821	https://www.encodeproject.org/files/ENCFF332VYY/@@download/ENCFF332VYY.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF101PLE	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	2	ENCFF964YRG		98509660	John Stamatoyannopoulos, UW	c1d787537c25e905519176314a5c3567	https://www.encodeproject.org/files/ENCFF101PLE/@@download/ENCFF101PLE.fastq.gz		Illumina NextSeq 500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF475RYH	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	1	1	36		paired-ended	2	ENCFF142IUW		1084317441	John Stamatoyannopoulos, UW	25e08b99c0c361d946cbc0aaf071eedb	https://www.encodeproject.org/files/ENCFF475RYH/@@download/ENCFF475RYH.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF473AAA	fastq	reads	ENCSR902XFY	DNase-seq	UBERON:0002046	thyroid gland	tissue	adult	male	Homo sapiens							DNA					2016-05-23	ENCODE				54 year	2	1	36		paired-ended	1	ENCFF737RLL		1453487912	John Stamatoyannopoulos, UW	4e058e19f4f5abbb0838d44f457acdb2	https://www.encodeproject.org/files/ENCFF473AAA/@@download/ENCFF473AAA.fastq.gz		HiSeq 2500		released	inconsistent platforms	biological replicates with identical biosample		
ENCFF974JGY	fastq	reads	ENCSR528DWF	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	6	36		single-ended				569672755	Zhiping Weng, UMass	486ff4d6f71964f0743162c6a1eb7734	https://www.encodeproject.org/files/ENCFF974JGY/@@download/ENCFF974JGY.fastq.gz				released		mismatched file status		
ENCFF067LGT	fastq	reads	ENCSR528DWF	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	6	36		single-ended				566297063	Zhiping Weng, UMass	5902da876739de0a9ca48b8b91d0a1c7	https://www.encodeproject.org/files/ENCFF067LGT/@@download/ENCFF067LGT.fastq.gz				released		mismatched file status		
ENCFF606CPB	fastq	reads	ENCSR528DWF	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	6	36		single-ended				296936222	Zhiping Weng, UMass	d956037bd6364ccb20721e072739eea2	https://www.encodeproject.org/files/ENCFF606CPB/@@download/ENCFF606CPB.fastq.gz				released		mismatched file status		
ENCFF800HZU	fastq	reads	ENCSR528DWF	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	6	36		single-ended				9976421965	Zhiping Weng, UMass	abf1b148827314a19fa586f45715a347	https://www.encodeproject.org/files/ENCFF800HZU/@@download/ENCFF800HZU.fastq.gz				released		mismatched file status		
ENCFF786HSP	fastq	reads	ENCSR528DWF	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	Homo sapiens							DNA		see document			2013-07-31	Roadmap				33 year	1	6	36		single-ended				645085498	Zhiping Weng, UMass	142632bc8c6050cde2e31015b9eba6dc	https://www.encodeproject.org/files/ENCFF786HSP/@@download/ENCFF786HSP.fastq.gz				released		mismatched file status		
ENCFF355CXB	fastq	reads	ENCSR154AVE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	1	ENCFF772ZVU		588817743	John Stamatoyannopoulos, UW	5cc43b72b0a867ae1e25b3015e5568ae	https://www.encodeproject.org/files/ENCFF355CXB/@@download/ENCFF355CXB.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF653ELI	fastq	reads	ENCSR154AVE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	1	ENCFF121CCF		1471076040	John Stamatoyannopoulos, UW	c412db722b6c43e03bacc848ddd3f227	https://www.encodeproject.org/files/ENCFF653ELI/@@download/ENCFF653ELI.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF772ZVU	fastq	reads	ENCSR154AVE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	2	ENCFF355CXB		609206299	John Stamatoyannopoulos, UW	3b17919e34cde736b5f1028852a0f7c1	https://www.encodeproject.org/files/ENCFF772ZVU/@@download/ENCFF772ZVU.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF121CCF	fastq	reads	ENCSR154AVE	DNase-seq	EFO:0002067	K562	immortalized cell line	adult	female	Homo sapiens							DNA					2015-08-31	ENCODE				53 year	1	1	36		paired-ended	2	ENCFF653ELI		1499940657	John Stamatoyannopoulos, UW	1b84969cda7563f3ef1de53c207bbe98	https://www.encodeproject.org/files/ENCFF121CCF/@@download/ENCFF121CCF.fastq.gz		HiSeq 2000		released			unreplicated experiment	
ENCFF443DXI	fastq	reads	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap				101 day	1	2	36		single-ended				835737607	Zhiping Weng, UMass	e7d68aee8b64659c521627e16254b597	https://www.encodeproject.org/files/ENCFF443DXI/@@download/ENCFF443DXI.fastq.gz				released				
ENCFF337KND	fastq	reads	ENCSR826ERZ	DNase-seq	UBERON:0001499	muscle of arm	tissue	fetal	unknown	Homo sapiens							DNA		see document			2013-07-31	Roadmap				101 day	1	2	36		single-ended				349216983	Zhiping Weng, UMass	8e5e961d7d685e3ed3094c47fd11d906	https://www.encodeproject.org/files/ENCFF337KND/@@download/ENCFF337KND.fastq.gz				released				
ENCFF369QCM	fastq	reads	ENCSR788SOI	DNase-seq	UBERON:0002240	spinal cord	tissue	fetal	male	Homo sapiens							DNA		see document			2013-07-31	Roadmap				96 day	1	2	36		single-ended				669406479	Zhiping Weng, UMass	b37ecf272b92be84ff0b2926e2b5d621	https://www.encodeproject.org/files/ENCFF369QCM/@@download/ENCFF369QCM.fastq.gz				released				
ENCFF001CJM	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			1	1	27		single-ended				8344942772	John Stamatoyannopoulos, UW	4f0aac4b373f57a8456830f7cbbc1f36	https://www.encodeproject.org/files/ENCFF001CJM/@@download/ENCFF001CJM.fastq.gz				released	mixed run types, mixed read lengths			
ENCFF001EIG	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		single-ended				135198980	John Stamatoyannopoulos, UW	e572796b50866ecc169171f1b1fea676	https://www.encodeproject.org/files/ENCFF001EIG/@@download/ENCFF001EIG.fastq.gz				released	mixed run types, mixed read lengths			
ENCFF001EIH	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		single-ended				4950175319	John Stamatoyannopoulos, UW	3905f8b46bf8245bbd40f771f0aa63f6	https://www.encodeproject.org/files/ENCFF001EIH/@@download/ENCFF001EIH.fastq.gz		HiSeq 2000		released	mixed run types, mixed read lengths			
ENCFF001EJL	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			1	1	36		single-ended				1573691620	John Stamatoyannopoulos, UW	909d9b2631a755234e98953d3693e000	https://www.encodeproject.org/files/ENCFF001EJL/@@download/ENCFF001EJL.fastq.gz				released	mixed run types, mixed read lengths			
ENCFF001CHJ	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		paired-ended	1			578706255	John Stamatoyannopoulos, UW	855cb35e1c8d7ec0cfc5d7bcdf234d23	https://www.encodeproject.org/files/ENCFF001CHJ/@@download/ENCFF001CHJ.fastq.gz		HiSeq 2000		released	mixed run types, mixed read lengths			missing paired_with
ENCFF001CHK	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		paired-ended	1			594681074	John Stamatoyannopoulos, UW	4972e25d610dbf313a9434f6e35d8651	https://www.encodeproject.org/files/ENCFF001CHK/@@download/ENCFF001CHK.fastq.gz		HiSeq 2000		released	mixed run types, mixed read lengths			missing paired_with
ENCFF001CHN	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		paired-ended	1			585157711	John Stamatoyannopoulos, UW	c02c902da194d37fcb840b04919332f7	https://www.encodeproject.org/files/ENCFF001CHN/@@download/ENCFF001CHN.fastq.gz		HiSeq 2000		released	mixed run types, mixed read lengths			missing paired_with
ENCFF001CHR	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		paired-ended	1			595465590	John Stamatoyannopoulos, UW	b32364f314f4417ff78c4a7feb29f476	https://www.encodeproject.org/files/ENCFF001CHR/@@download/ENCFF001CHR.fastq.gz		HiSeq 2000		released	mixed run types, mixed read lengths			missing paired_with
ENCFF001CHQ	fastq	reads	ENCSR000EQC	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	unknown	unknown	Homo sapiens							DNA		see document	see document		2010-12-14	ENCODE		see document			2	1	36		paired-ended	1			589528138	John Stamatoyannopoulos, UW	ab06e80f925d1fd1958ee4601335f5a9	https://www.encodeproject.org/files/ENCFF001CHQ/@@download/ENCFF001CHQ.fastq.gz		HiSeq 2000		released	mixed run types, mixed read lengths			missing paired_with
